turbine_id,date_measure,wind_speed,vibration_level,temperature,power_output,maintenance_done,failure_within_7d,time_to_failure_days,technician_id,planned_intervention_date
30,2024-10-03,12.21,5.11,55.9,806.9,0,0,13.5,100,2024-10-17
13,2024-06-13,10.69,1.47,46.0,549.2,0,0,43.2,119,2024-07-09
46,2024-02-27,11.35,1.57,68.3,770.2,0,0,30.1,114,2024-03-21
24,2024-10-01,12.54,3.57,48.2,745.2,0,0,29.2,129,2024-10-23
44,2024-08-18,18.87,4.62,44.0,1057.9,0,0,32.3,113,2024-09-05
35,2024-06-18,11.04,3.19,50.7,625.1,0,0,32.1,149,2024-06-26
17,2024-05-16,12.21,4.0,41.6,872.5,0,0,38.0,115,2024-06-07
12,2024-05-05,8.54,1.0,27.0,401.3,0,0,56.5,126,2024-05-31
38,2024-06-24,14.87,2.5,42.6,833.4,0,0,46.3,106,2024-07-20
17,2024-04-05,17.47,1.13,42.4,1124.2,0,0,49.4,146,2024-04-23
13,2024-04-13,18.5,3.78,29.1,1127.2,0,0,39.0,146,2024-04-15
47,2024-04-11,12.81,1.45,44.3,705.5,0,0,50.8,140,2024-05-03
25,2024-01-05,14.3,1.72,24.3,935.0,0,0,43.5,117,2024-01-13
3,2024-12-04,11.39,3.51,41.5,764.1,0,0,44.5,102,2024-12-10
25,2024-03-27,14.11,4.06,47.4,873.2,0,0,38.7,136,2024-03-30
24,2024-03-01,13.26,2.84,46.0,746.4,0,0,42.0,121,2024-03-06
44,2024-02-25,12.23,3.57,40.9,697.3,1,0,26.1,150,2024-03-11
36,2024-12-26,12.55,3.54,44.1,775.8,0,0,37.8,135,2025-01-04
10,2024-06-23,13.81,2.78,37.2,723.5,0,0,42.0,127,2024-07-05
8,2024-04-29,10.82,1.91,45.1,755.6,1,0,29.0,150,2024-05-14
31,2024-05-27,11.03,3.56,45.6,797.8,0,0,38.0,140,2024-06-12
3,2024-02-02,18.83,3.61,36.0,1110.9,0,0,34.4,123,2024-02-15
16,2024-04-24,22.84,3.89,47.7,1399.0,0,0,26.3,100,2024-05-08
7,2024-03-31,7.18,3.31,47.6,525.8,0,0,32.4,104,2024-04-26
2,2024-10-20,6.96,1.83,43.3,574.2,0,0,49.0,122,2024-10-29
46,2024-01-22,8.17,3.69,69.2,614.8,0,0,11.0,128,2024-01-23
5,2024-06-04,11.59,3.0,43.6,556.4,0,0,38.2,101,2024-06-28
1,2024-10-15,15.58,2.52,42.2,909.7,0,0,42.7,106,2024-10-18
47,2024-10-31,14.37,2.71,40.8,902.0,0,0,39.1,135,2024-11-23
10,2024-07-06,12.69,2.31,35.3,721.8,0,0,36.4,138,2024-07-16
41,2024-03-22,14.12,3.89,51.9,989.6,0,0,23.1,101,2024-04-16
2,2024-05-03,9.23,1.58,38.1,684.2,0,0,51.6,125,2024-05-08
8,2024-03-22,11.02,2.01,39.3,596.1,1,0,34.9,104,2024-03-27
6,2024-08-29,11.92,2.67,39.6,702.2,0,0,46.0,136,2024-09-10
36,2024-04-16,5.66,4.61,35.2,279.8,0,0,34.8,142,2024-04-29
32,2024-08-18,7.35,4.05,27.5,425.7,0,0,33.2,144,2024-09-08
24,2024-08-27,7.51,1.36,40.4,432.8,0,0,48.2,130,2024-09-15
13,2024-12-09,15.06,4.35,53.7,979.7,1,0,9.4,132,2025-01-07
5,2024-05-15,12.98,4.35,47.0,707.8,0,0,27.5,147,2024-06-04
29,2024-12-16,14.44,1.83,60.6,657.3,0,0,36.2,131,2024-12-22
12,2024-05-26,4.64,0.48,52.5,150.1,0,0,48.6,122,2024-05-29
30,2024-09-05,6.07,2.93,50.2,281.7,0,0,39.4,138,2024-09-13
35,2024-08-29,14.65,4.12,63.8,826.7,0,0,14.3,130,2024-09-27
43,2024-10-25,0.89,4.59,44.0,68.1,0,0,33.5,142,2024-11-17
25,2024-06-20,16.9,2.13,45.6,927.5,0,0,50.9,126,2024-07-12
1,2024-10-16,4.71,4.75,44.9,185.5,0,0,27.8,144,2024-10-24
15,2024-05-09,15.37,0.77,60.4,848.0,0,0,41.0,102,2024-05-23
43,2024-06-28,8.45,2.63,45.0,417.5,0,0,36.5,101,2024-07-19
27,2024-07-01,16.2,2.58,38.5,927.4,0,0,48.1,105,2024-07-29
31,2024-09-14,24.83,4.15,50.9,1442.2,0,0,30.9,128,2024-10-01
23,2024-08-13,2.91,4.3,36.8,229.6,1,0,17.2,136,2024-08-14
9,2024-01-29,14.78,3.95,50.3,807.7,0,0,30.4,111,2024-02-23
45,2024-10-22,4.77,1.65,49.1,257.4,0,0,43.9,107,2024-11-19
39,2024-10-03,13.71,3.86,43.1,778.8,0,0,35.9,143,2024-10-04
50,2024-02-08,11.17,3.51,50.7,735.1,0,0,33.7,138,2024-02-20
43,2024-12-17,12.52,1.33,30.1,738.8,0,0,54.1,133,2025-01-15
15,2024-08-29,8.35,0.93,46.6,585.3,0,0,48.5,124,2024-09-26
13,2024-02-01,15.12,4.04,40.4,815.1,0,0,38.8,121,2024-02-29
13,2024-06-28,6.21,2.82,73.6,368.4,0,0,20.6,101,2024-07-27
46,2024-11-01,16.97,1.71,46.6,971.9,0,0,42.2,109,2024-11-02
28,2024-04-12,10.36,2.79,39.0,523.7,0,0,43.2,145,2024-04-17
23,2024-12-06,6.39,3.36,31.2,378.0,0,0,32.7,117,2024-12-21
49,2024-06-01,18.38,2.92,58.1,1241.4,0,0,30.4,135,2024-06-19
31,2024-03-23,11.73,1.45,41.5,635.6,0,0,55.0,135,2024-04-04
46,2024-05-10,19.63,4.89,37.1,1167.6,0,0,29.7,115,2024-05-18
50,2024-07-10,16.89,4.0,48.4,908.1,1,0,14.8,110,2024-07-18
4,2024-09-08,8.81,2.66,51.5,411.7,0,0,33.9,135,2024-09-26
19,2024-12-04,11.66,2.7,51.3,636.6,0,0,33.2,104,2025-01-02
37,2024-03-12,12.48,3.36,45.2,713.1,0,0,36.6,125,2024-04-05
41,2024-12-16,18.11,1.87,46.6,1053.9,0,0,40.4,145,2024-12-22
8,2024-07-11,13.75,3.32,47.3,806.9,0,0,33.3,136,2024-07-16
16,2024-02-16,12.71,1.67,48.4,630.4,1,0,24.7,138,2024-02-24
28,2024-12-04,11.2,2.93,49.2,622.0,0,0,37.4,104,2024-12-26
40,2024-05-07,11.8,1.83,55.9,748.0,0,0,37.2,110,2024-05-08
6,2024-08-14,17.22,1.88,45.6,924.4,0,0,42.5,114,2024-09-04
31,2024-09-11,12.01,4.65,36.8,692.5,0,0,32.3,114,2024-09-28
15,2024-01-05,10.42,3.06,43.6,648.6,0,0,37.9,109,2024-01-25
11,2024-03-21,9.74,3.21,52.5,521.9,1,0,20.3,149,2024-04-15
26,2024-09-07,9.78,0.99,27.1,614.4,1,0,37.3,108,2024-09-25
21,2024-04-28,6.39,2.4,27.2,261.8,0,0,48.1,136,2024-05-17
32,2024-01-04,9.0,3.46,54.2,611.0,0,0,25.1,129,2024-01-18
16,2024-01-09,17.99,3.19,60.2,1108.9,0,0,27.9,131,2024-01-28
42,2024-10-28,11.17,0.85,32.3,674.9,0,0,59.1,110,2024-11-09
4,2024-02-26,14.82,3.21,46.0,979.0,0,0,40.3,115,2024-02-28
44,2024-02-06,2.08,3.37,41.0,98.8,0,0,44.9,130,2024-02-07
2,2024-07-24,14.27,4.28,42.4,807.0,1,0,18.6,115,2024-08-14
37,2024-02-13,11.35,2.34,48.1,791.1,0,0,44.4,135,2024-03-03
18,2024-08-26,10.07,0.76,32.1,751.7,0,0,61.9,102,2024-09-07
20,2024-07-17,12.72,2.0,33.9,708.0,0,0,43.5,103,2024-08-08
1,2024-08-24,10.02,1.9,42.0,591.9,0,0,44.6,137,2024-09-07
36,2024-06-28,3.5,3.74,43.5,293.9,0,0,28.8,131,2024-07-06
9,2024-10-11,15.69,0.28,33.7,935.1,0,0,62.5,102,2024-10-28
33,2024-08-23,12.97,2.55,52.9,825.9,1,0,13.3,145,2024-09-03
37,2024-05-31,10.74,4.43,40.8,707.1,0,0,25.7,100,2024-06-29
43,2024-01-06,8.14,3.01,40.8,443.1,0,0,36.9,148,2024-01-27
36,2024-04-09,6.12,3.9,47.8,400.8,0,0,23.4,137,2024-05-01
16,2024-02-17,12.9,1.36,43.7,773.2,0,0,50.0,150,2024-03-08
37,2024-01-06,18.45,1.4,53.4,1009.9,1,0,21.6,148,2024-01-26
42,2024-04-09,12.81,4.44,35.7,689.6,0,0,26.6,115,2024-05-02
16,2024-03-16,6.47,3.1,31.0,335.9,0,0,41.2,138,2024-03-29
7,2024-01-29,12.9,3.1,41.9,848.3,0,0,39.9,110,2024-02-22
45,2024-04-24,11.79,1.88,45.6,784.1,0,0,36.7,124,2024-04-25
8,2024-07-03,15.46,3.1,32.6,987.4,0,0,38.5,112,2024-07-23
30,2024-03-06,14.43,1.85,31.1,900.8,0,0,48.6,124,2024-03-22
12,2024-04-09,0.06,4.19,46.8,36.4,0,0,28.0,144,2024-04-10
7,2024-01-08,14.18,5.73,37.4,873.1,0,0,24.3,122,2024-01-28
39,2024-01-19,7.99,3.48,30.5,511.8,0,0,43.8,104,2024-01-20
8,2024-02-27,6.31,2.37,54.7,416.8,0,0,42.7,116,2024-03-19
34,2024-06-14,11.25,0.47,38.7,562.4,0,0,55.9,140,2024-06-30
35,2024-08-31,13.64,1.32,56.5,755.4,0,0,33.6,126,2024-09-18
4,2024-10-14,5.44,4.55,45.3,243.9,0,0,27.5,128,2024-11-01
9,2024-08-17,14.82,1.97,47.9,977.7,1,0,27.6,121,2024-08-26
40,2024-08-13,15.05,2.63,42.9,1035.5,0,0,41.7,114,2024-09-01
26,2024-12-07,12.19,3.66,18.4,557.8,0,0,40.5,130,2024-12-14
7,2024-04-03,8.53,4.48,33.6,637.0,0,0,42.0,132,2024-04-26
50,2024-10-18,8.08,2.8,43.7,491.9,0,0,33.4,145,2024-10-21
14,2024-12-07,16.1,2.6,48.6,1047.2,0,0,35.5,131,2024-12-12
1,2024-07-26,5.96,3.07,27.1,397.8,0,0,47.7,150,2024-08-16
47,2024-11-02,16.26,2.37,44.5,1090.7,0,0,40.1,142,2024-11-04
1,2024-02-20,11.34,2.43,33.8,697.1,1,0,33.6,104,2024-03-20
28,2024-11-16,11.62,3.41,47.3,587.9,0,0,36.2,120,2024-11-17
50,2024-07-24,5.17,3.19,44.8,301.6,0,0,42.0,119,2024-08-09
29,2024-03-21,11.41,5.13,52.4,726.0,0,0,26.9,100,2024-04-19
30,2024-01-23,14.45,3.44,55.7,850.0,0,0,28.2,109,2024-02-12
20,2024-09-19,6.65,4.15,49.6,451.9,0,0,20.4,138,2024-10-08
7,2024-06-06,13.99,1.93,53.6,834.4,1,0,19.7,117,2024-06-27
29,2024-04-23,12.36,3.53,41.5,693.7,1,0,31.4,107,2024-05-14
45,2024-05-22,9.42,2.28,73.2,478.6,0,0,14.1,114,2024-05-27
5,2024-12-27,15.42,3.4,32.8,893.8,0,0,41.6,114,2025-01-05
45,2024-06-05,3.19,3.69,39.7,207.8,0,0,27.8,108,2024-06-11
21,2024-01-29,13.39,3.05,54.0,646.5,0,0,25.1,105,2024-02-05
27,2024-04-12,18.48,5.41,52.5,1046.3,0,0,21.1,138,2024-04-19
9,2024-02-23,17.76,4.43,49.9,905.9,0,0,25.7,142,2024-03-13
32,2024-09-07,13.56,4.18,51.8,764.2,1,0,9.0,125,2024-10-05
10,2024-10-19,10.79,3.76,24.2,743.4,0,0,34.2,131,2024-11-05
14,2024-11-02,9.46,4.76,60.9,472.5,0,1,6.7,146,2024-11-03
37,2024-08-19,10.79,1.56,43.0,703.6,1,0,36.0,142,2024-09-09
3,2024-10-07,14.18,4.37,57.5,1078.4,0,0,18.7,101,2024-10-23
23,2024-06-01,8.77,2.01,24.7,642.5,0,0,41.9,148,2024-06-24
30,2024-08-17,15.03,2.44,47.6,912.5,1,0,24.5,103,2024-08-28
7,2024-02-09,20.53,3.56,39.4,1300.6,0,0,41.0,101,2024-02-22
15,2024-07-15,11.75,4.23,50.7,595.6,0,0,25.2,120,2024-08-04
18,2024-07-22,6.62,1.85,48.2,271.5,0,0,42.8,138,2024-08-12
34,2024-01-12,6.62,2.49,48.7,399.6,0,0,38.3,104,2024-01-19
49,2024-07-19,15.11,3.1,34.4,938.3,0,0,38.6,114,2024-08-06
42,2024-09-20,11.76,2.81,44.4,793.2,0,0,39.8,113,2024-10-18
10,2024-05-14,15.51,3.85,43.2,884.9,0,0,37.3,120,2024-05-16
1,2024-07-17,9.87,6.44,50.0,607.4,0,0,17.6,150,2024-07-27
3,2024-04-14,15.32,3.42,54.9,932.1,0,0,30.7,116,2024-04-30
30,2024-04-08,11.37,2.26,46.5,671.5,0,0,38.5,110,2024-05-05
8,2024-02-17,9.07,1.7,32.2,538.4,1,0,37.3,106,2024-03-17
12,2024-04-29,10.4,2.67,46.1,555.4,0,0,41.0,110,2024-05-17
43,2024-10-20,7.21,2.06,71.1,455.1,1,1,4.9,106,2024-11-05
44,2024-12-07,19.96,3.47,61.5,1213.1,1,1,5.2,129,2024-12-20
42,2024-08-20,11.61,3.45,15.3,661.7,1,0,27.0,121,2024-09-02
13,2024-08-15,14.58,2.54,45.6,927.9,0,0,45.8,125,2024-09-06
31,2024-08-12,9.85,4.98,54.3,673.4,0,0,11.4,142,2024-08-28
31,2024-06-22,7.79,2.26,43.2,521.7,0,0,50.4,129,2024-07-09
10,2024-06-03,11.06,2.88,40.4,580.5,0,0,47.1,107,2024-06-28
28,2024-08-14,16.4,3.64,42.3,992.3,0,0,37.1,119,2024-08-19
27,2024-10-13,9.92,3.89,50.5,522.1,0,0,27.3,115,2024-11-10
20,2024-05-31,8.52,4.28,33.5,518.8,0,0,35.9,142,2024-06-21
38,2024-07-25,12.62,3.43,56.9,684.7,0,0,23.4,115,2024-08-12
34,2024-06-20,14.0,4.05,44.4,941.9,1,0,16.4,107,2024-07-07
27,2024-04-14,18.57,2.33,35.6,1177.0,0,0,40.1,137,2024-05-01
37,2024-04-15,13.42,3.92,56.2,897.1,0,0,16.5,121,2024-05-02
39,2024-01-29,14.58,3.9,29.5,958.7,0,0,45.9,104,2024-02-09
29,2024-06-09,14.88,4.51,39.4,871.0,1,0,18.2,135,2024-07-01
14,2024-09-17,7.39,1.33,39.3,409.2,0,0,52.8,110,2024-09-25
38,2024-09-07,8.15,2.09,66.4,628.1,0,0,26.2,144,2024-09-26
36,2024-12-25,7.66,3.82,38.1,446.7,0,0,33.8,142,2025-01-10
50,2024-01-15,6.67,0.35,23.5,291.9,0,0,56.7,118,2024-01-26
8,2024-10-04,15.18,3.49,39.2,991.5,0,0,39.4,128,2024-10-28
21,2024-10-17,13.16,4.06,49.6,801.1,0,0,27.2,128,2024-10-27
47,2024-06-08,12.32,2.42,52.8,859.6,0,0,32.2,133,2024-06-28
26,2024-04-13,1.63,2.57,67.8,117.2,1,0,9.3,103,2024-04-21
48,2024-05-10,20.22,1.93,59.1,1211.7,0,0,33.9,116,2024-05-16
1,2024-09-06,8.42,2.48,46.9,627.5,0,0,41.2,108,2024-09-23
2,2024-11-10,20.21,2.51,36.1,1089.4,0,0,47.8,135,2024-12-09
40,2024-08-22,6.2,2.32,61.2,325.4,0,0,28.4,103,2024-08-31
18,2024-07-06,8.75,2.26,41.3,454.0,0,0,44.7,126,2024-07-10
27,2024-08-26,3.19,2.73,38.4,15.7,0,0,49.6,137,2024-08-30
22,2024-01-26,13.45,2.72,40.8,876.8,0,0,39.3,148,2024-02-10
21,2024-08-09,7.59,4.87,32.5,411.1,1,0,8.3,114,2024-09-01
47,2024-01-16,7.71,2.61,40.3,534.9,0,0,46.3,100,2024-02-06
5,2024-12-16,6.51,3.34,42.7,421.7,1,0,20.3,136,2024-12-23
39,2024-11-20,15.11,2.42,52.3,955.1,0,0,31.3,100,2024-12-15
45,2024-07-04,14.85,2.41,41.1,854.3,0,0,48.2,103,2024-07-09
33,2024-05-16,19.25,1.3,32.3,1093.7,0,0,51.6,150,2024-06-02
20,2024-09-24,9.26,1.43,29.0,562.6,0,0,46.4,143,2024-10-19
9,2024-08-20,12.88,1.79,47.1,846.1,1,0,36.3,136,2024-09-13
35,2024-09-14,6.84,3.18,45.7,406.5,0,0,29.9,142,2024-10-05
24,2024-07-07,10.66,4.08,39.5,583.4,1,0,20.2,103,2024-07-17
8,2024-03-27,9.92,1.21,40.3,499.6,0,0,44.9,104,2024-04-19
18,2024-01-27,13.86,2.45,48.9,847.8,0,0,39.3,115,2024-02-08
49,2024-04-13,16.07,1.63,58.9,919.8,0,0,32.5,101,2024-04-24
14,2024-07-12,15.96,2.74,37.2,952.1,0,0,46.9,145,2024-07-28
9,2024-06-03,8.63,4.08,45.9,498.6,1,0,15.8,102,2024-06-21
35,2024-07-03,15.99,2.55,54.6,924.1,0,0,38.4,127,2024-07-10
10,2024-04-11,11.82,2.95,37.2,732.9,0,0,40.6,143,2024-05-09
46,2024-12-08,10.7,4.46,44.8,686.5,1,0,8.0,137,2025-01-03
43,2024-05-13,9.17,3.46,44.6,707.2,0,0,36.5,111,2024-05-22
50,2024-11-04,9.76,2.24,31.9,646.3,0,0,45.6,123,2024-11-12
46,2024-05-22,18.97,3.16,46.7,1265.6,0,0,28.4,127,2024-05-24
13,2024-06-10,13.23,2.17,45.3,728.3,0,0,38.5,139,2024-06-22
11,2024-08-08,12.7,3.42,50.6,633.8,0,0,28.1,121,2024-08-13
18,2024-04-06,10.95,3.52,33.1,655.9,0,0,45.1,114,2024-05-03
24,2024-03-21,21.78,1.63,45.1,1375.7,0,0,49.0,140,2024-04-17
44,2024-05-18,17.22,3.18,58.8,1089.3,1,0,9.5,145,2024-06-12
37,2024-10-20,9.12,2.88,65.8,643.9,0,0,24.0,124,2024-10-29
33,2024-02-22,10.91,3.54,57.8,451.4,0,0,16.3,101,2024-03-14
44,2024-06-08,11.14,3.83,33.2,768.8,1,0,19.8,125,2024-06-23
33,2024-09-02,12.58,3.48,49.5,781.8,0,0,33.1,145,2024-09-10
19,2024-09-14,9.2,2.7,40.2,428.2,0,0,44.3,150,2024-09-30
21,2024-06-07,13.76,3.93,47.8,883.2,0,0,28.0,120,2024-06-12
26,2024-01-30,17.81,2.13,37.3,1082.1,0,0,47.1,107,2024-02-27
5,2024-01-06,6.75,1.68,27.9,435.2,1,0,36.3,129,2024-01-11
38,2024-06-20,7.49,0.0,41.6,529.2,0,0,58.7,142,2024-06-29
33,2024-10-22,10.07,2.93,52.2,638.5,0,0,36.1,148,2024-10-29
37,2024-01-11,10.25,2.18,47.9,497.3,0,0,41.9,102,2024-01-27
27,2024-11-19,19.99,3.4,49.0,1188.2,0,0,34.4,114,2024-12-09
40,2024-09-03,16.01,1.03,47.2,831.0,1,0,40.0,124,2024-10-01
48,2024-01-03,15.78,2.35,49.0,998.6,0,0,42.0,105,2024-01-15
29,2024-05-05,10.94,3.47,50.3,768.4,0,0,37.9,145,2024-05-11
23,2024-03-21,10.85,1.97,42.3,552.0,0,0,43.7,105,2024-03-22
6,2024-12-12,6.19,3.41,45.8,317.9,0,0,28.5,133,2024-12-30
39,2024-07-21,15.13,2.44,62.4,837.0,0,0,26.8,146,2024-08-19
46,2024-04-28,13.96,2.97,46.4,801.5,0,0,36.2,134,2024-04-30
35,2024-04-11,17.14,3.6,45.4,1061.6,0,0,39.9,138,2024-05-10
44,2024-07-24,11.16,3.95,46.0,634.0,1,0,11.9,113,2024-08-01
44,2024-01-02,11.43,3.09,42.8,738.2,1,0,23.9,142,2024-01-29
40,2024-04-03,12.68,2.19,40.6,846.0,0,0,48.0,121,2024-04-06
26,2024-03-01,15.57,2.54,47.1,1022.2,1,0,24.5,103,2024-03-27
5,2024-08-14,6.12,3.64,39.9,277.7,0,0,37.5,118,2024-08-24
1,2024-09-01,14.94,1.98,43.5,1007.5,0,0,46.7,117,2024-09-09
11,2024-06-19,11.92,2.82,37.1,832.4,0,0,47.4,126,2024-06-25
22,2024-02-21,7.77,2.61,46.1,590.1,0,0,45.6,113,2024-02-25
38,2024-05-15,3.66,2.9,50.8,207.1,0,0,34.1,123,2024-06-08
23,2024-11-03,11.45,1.99,42.9,627.1,0,0,42.5,121,2024-11-06
2,2024-03-15,17.79,1.15,24.9,988.7,0,0,59.2,116,2024-03-29
11,2024-02-29,18.7,3.52,50.9,1033.8,0,0,25.8,135,2024-03-28
49,2024-02-10,13.42,3.96,46.2,806.2,0,0,38.4,115,2024-02-22
50,2024-10-25,19.85,1.21,35.1,1258.7,0,0,58.1,139,2024-11-18
19,2024-02-13,11.83,3.37,52.7,814.2,0,0,35.6,112,2024-03-05
41,2024-07-31,15.81,4.08,31.0,909.9,0,0,38.2,144,2024-08-24
36,2024-12-30,10.2,3.6,55.5,608.6,0,0,17.6,118,2025-01-27
47,2024-08-22,9.94,2.58,44.4,588.2,0,0,36.8,102,2024-08-25
45,2024-05-30,9.29,2.06,22.3,506.6,0,0,48.9,107,2024-06-08
32,2024-03-16,3.76,3.08,46.8,284.3,0,0,33.4,141,2024-03-26
20,2024-01-01,17.15,3.25,40.9,1057.9,0,0,38.5,144,2024-01-03
32,2024-02-26,9.43,3.1,39.4,577.4,0,0,43.9,110,2024-03-01
16,2024-12-13,8.79,2.82,37.6,556.3,0,0,42.4,130,2024-12-17
18,2024-02-22,7.28,1.92,43.7,486.0,0,0,40.6,129,2024-03-21
31,2024-01-08,11.18,3.42,40.1,719.4,0,0,42.9,106,2024-02-02
29,2024-10-24,19.05,3.47,26.4,1076.2,0,0,41.2,123,2024-11-11
30,2024-06-01,20.38,3.2,57.7,1294.2,0,0,25.6,135,2024-06-26
20,2024-05-10,5.36,3.11,42.6,341.8,0,0,42.1,149,2024-05-20
21,2024-09-18,10.58,4.68,37.7,600.2,0,0,32.3,143,2024-10-02
1,2024-07-09,7.86,2.38,33.7,490.5,0,0,51.1,104,2024-08-04
31,2024-11-29,15.95,4.28,52.7,984.8,0,0,24.8,112,2024-12-04
29,2024-06-19,13.15,2.27,32.0,875.3,0,0,51.7,122,2024-06-24
47,2024-09-17,9.45,4.11,46.3,483.5,0,0,22.8,107,2024-10-03
26,2024-11-16,12.29,4.23,39.2,843.4,0,0,36.4,129,2024-11-24
24,2024-06-18,10.09,2.71,39.7,607.3,0,0,42.2,100,2024-07-08
4,2024-04-13,18.46,4.66,34.0,1066.9,0,0,28.6,105,2024-05-02
10,2024-12-21,14.19,3.47,38.8,808.3,0,0,43.8,102,2024-12-31
17,2024-03-23,14.68,2.12,45.1,800.6,0,0,46.7,115,2024-03-27
19,2024-01-15,1.33,2.63,47.4,0.0,0,0,30.3,138,2024-01-18
19,2024-07-30,11.73,4.13,37.1,758.2,0,0,38.1,109,2024-08-12
20,2024-12-26,20.33,3.92,44.1,1378.4,0,0,35.6,150,2025-01-05
39,2024-02-01,17.3,1.94,53.9,908.9,0,0,34.3,113,2024-02-02
7,2024-11-06,4.61,2.86,28.4,200.7,0,0,39.5,102,2024-11-27
17,2024-10-30,10.75,3.2,44.9,704.9,0,0,30.5,117,2024-11-27
9,2024-12-05,7.19,2.49,35.5,428.0,0,0,43.7,138,2025-01-03
16,2024-06-02,18.84,5.36,34.5,1197.4,0,0,27.1,105,2024-06-06
35,2024-04-02,12.98,3.23,47.6,770.5,0,0,37.7,103,2024-04-08
3,2024-07-05,8.93,2.94,39.5,489.3,0,0,43.4,143,2024-07-18
17,2024-02-21,12.14,4.19,32.8,710.1,1,0,15.6,130,2024-03-19
2,2024-11-03,1.57,2.63,58.2,0.0,0,0,30.6,117,2024-11-20
48,2024-08-30,7.66,4.01,54.2,368.1,0,0,23.6,138,2024-09-13
37,2024-06-25,12.15,1.33,25.7,804.6,0,0,48.3,143,2024-07-22
13,2024-07-07,15.38,2.55,30.3,1018.3,0,0,38.4,118,2024-07-27
10,2024-09-16,4.23,4.05,50.9,366.6,1,0,14.5,128,2024-10-15
5,2024-07-09,10.48,4.57,42.2,663.8,0,0,32.6,100,2024-08-04
24,2024-11-02,16.04,2.23,60.0,781.8,0,0,32.9,115,2024-12-01
38,2024-12-03,6.19,2.11,51.2,320.9,0,0,35.5,130,2024-12-20
30,2024-12-12,12.92,3.57,48.0,881.0,0,0,32.9,110,2024-12-23
45,2024-08-14,12.26,2.38,34.8,865.7,0,0,40.2,150,2024-08-16
18,2024-09-28,18.86,2.73,49.9,1240.5,0,0,31.7,149,2024-10-20
14,2024-04-23,11.08,3.88,32.2,645.9,0,0,36.9,113,2024-05-01
24,2024-01-14,11.31,2.46,58.1,574.3,0,0,31.9,120,2024-01-15
11,2024-05-26,15.42,1.03,49.2,921.9,0,0,39.9,109,2024-06-19
49,2024-11-14,6.69,1.7,36.8,402.9,0,0,45.6,125,2024-11-27
10,2024-02-18,11.12,3.01,53.0,792.2,0,0,30.0,106,2024-03-06
24,2024-07-18,10.18,1.14,67.4,628.8,0,0,35.1,119,2024-08-10
27,2024-03-11,11.44,2.7,42.8,688.0,0,0,38.3,128,2024-03-21
3,2024-06-05,15.39,1.61,50.5,929.5,0,0,42.5,131,2024-06-29
24,2024-02-22,14.22,4.64,40.7,885.0,0,0,32.6,130,2024-03-10
23,2024-09-25,9.01,5.17,45.9,590.4,0,0,23.3,111,2024-10-12
13,2024-10-22,12.55,1.94,29.9,694.8,1,0,34.4,140,2024-10-30
7,2024-10-03,17.96,3.26,45.0,993.1,0,0,31.1,135,2024-10-26
3,2024-09-14,8.67,2.04,45.4,630.1,0,0,40.8,138,2024-09-21
1,2024-03-26,12.58,2.69,63.0,623.6,0,0,31.2,123,2024-04-13
25,2024-07-12,11.23,4.8,27.0,804.7,0,0,37.2,145,2024-08-06
5,2024-02-08,11.75,2.53,42.2,552.0,0,0,46.4,119,2024-02-12
48,2024-05-16,5.48,2.71,57.9,281.9,0,0,33.8,141,2024-05-28
13,2024-07-03,17.64,2.06,42.6,1136.3,0,0,38.3,110,2024-07-23
33,2024-09-01,8.9,4.15,43.3,534.2,1,0,13.7,112,2024-09-09
34,2024-02-05,16.1,0.0,36.7,860.9,1,0,43.8,126,2024-02-06
25,2024-10-23,9.51,2.56,35.7,605.0,0,0,54.3,128,2024-11-04
45,2024-06-16,9.5,2.95,26.7,575.2,0,0,41.0,138,2024-07-01
6,2024-11-17,16.85,2.34,38.7,993.9,0,0,48.9,115,2024-12-14
12,2024-07-11,15.98,3.86,35.1,908.6,1,0,23.3,144,2024-08-04
13,2024-07-18,12.83,4.2,46.2,767.3,0,0,31.3,116,2024-07-24
7,2024-09-09,15.04,1.59,37.1,856.1,0,0,50.4,127,2024-09-18
15,2024-10-26,10.85,5.09,40.2,845.5,0,0,24.5,147,2024-11-01
16,2024-02-27,11.97,1.58,40.5,698.8,0,0,39.4,127,2024-03-25
39,2024-07-05,9.35,4.29,44.5,531.3,0,0,35.8,134,2024-07-16
16,2024-01-11,15.62,3.15,39.7,893.6,0,0,38.6,146,2024-02-06
44,2024-06-22,9.23,2.5,34.4,695.7,0,0,37.6,149,2024-06-24
39,2024-10-23,17.94,2.59,45.9,945.3,0,0,41.5,125,2024-11-09
46,2024-11-11,10.74,2.97,55.7,673.0,0,0,31.3,121,2024-11-14
6,2024-04-13,12.08,3.21,46.3,705.8,0,0,38.8,110,2024-04-30
50,2024-05-21,15.03,2.08,38.9,788.2,0,0,52.0,127,2024-05-22
31,2024-07-20,12.1,2.77,43.8,660.2,0,0,36.7,146,2024-07-25
50,2024-05-24,10.81,2.23,24.5,673.9,0,0,43.1,124,2024-05-29
18,2024-03-05,11.88,1.78,43.6,643.6,0,0,45.1,117,2024-03-26
48,2024-04-21,15.58,2.18,41.0,955.3,0,0,49.4,105,2024-05-10
30,2024-05-27,9.35,1.85,35.7,699.2,0,0,40.5,119,2024-06-13
4,2024-07-08,11.5,2.58,37.5,703.4,0,0,45.0,112,2024-07-14
